place,year,mass_g,longitude,latitude,fell_found
QUE 97393,1997,7.3,168,-84,Found
QUE 97452,1997,7.3,168,-84,Found
QUE 99659,1999,7.3,168,-84,Found
QUE 99876,1999,7.3,168,-84,Found
QUE 99881,1999,7.3,168,-84,Found
LEW 86432,1986,7.3,161.43656,-84.25621,Found
EET 92134,1992,7.3,155.85669,-76.04838,Found
QUE 94628,1994,7.3,168,-84,Found
MET 00736,2000,7.3,155.75,-79.68333,Found
MET 01104,2001,7.3,159.75,-79.68333,Found
Y-791616,1979,7.29,35.66667,-71.5,Found
MET 00692,2000,7.29,155.75,-79.68333,Found
Y-793526,1979,7.28,35.66667,-71.5,Found
FRO 93034,1993,7.28,160.40778,-72.98972,Found
MET 00688,2000,7.28,155.75,-79.68333,Found
Y-790977,1979,7.28,35.66667,-71.5,Found
Y-792564,1979,7.27,35.66667,-71.5,Found
Y-790162,1979,7.27,35.66667,-71.5,Found
A-87294,1987,7.27,26,-72,Found
A-880418,1988,7.27,26,-72,Found
A-87305,1987,7.26,26,-72,Found
A-881168,1988,7.26,26,-72,Found
Y-86348,1986,7.25,35.66667,-71.5,Found
GRV 020100,2003,7.25,75.20389,-72.99722,Found
MAC 02616,2002,7.25,160.5,-84.21667,Found
A-881102,1988,7.25,26,-72,Found
A-87109,1987,7.24,26,-72,Found
MET 00637,2000,7.23,155.75,-79.68333,Found
A-880100,1988,7.23,26,-72,Found
ALH 88125,1988,7.22,159.33333,-76.71667,Found
Y-86206,1986,7.22,35.66667,-71.5,Found
ALH 88106,1988,7.22,159.33333,-76.71667,Found
FRO 90159,1990,7.22,160.50325,-72.95417,Found
GRV 051721,2006,7.22,75.216667,-72.994444,Found
Y-792093,1979,7.21,35.66667,-71.5,Found
GRV 051599,2006,7.21,75.30889,-72.93361,Found
A-880176,1988,7.21,26,-72,Found
PCA 91452,1991,7.2,-69.06662,-85.67874,Found
LEW 88002,1988,7.2,161.36849,-84.2804,Found
MAC 02606,2002,7.2,160.5,-84.21667,Found
FRO 01119,2001,7.2,160.4,-72.99194,Found
FRO 90030,1990,7.2,160.52359,-72.95315,Found
Y-74250,1974,7.2,35.66667,-71.5,Found
ALHA78178,1978,7.2,159.66667,-76.71667,Found
Y-790479,1979,7.2,35.66667,-71.5,Found
ALHA81211,1981,7.2,159.35805,-76.6875,Found
ALH 82120,1982,7.2,157.00988,-76.90581,Found
LEW 86298,1986,7.2,161.69017,-84.27376,Found
LEW 86523,1986,7.2,161.40868,-84.25447,Found
LEW 86150,1986,7.2,161.36625,-84.25942,Found
EET 87734,1987,7.2,157.16667,-76.18333,Found
LEW 88485,1988,7.2,161.44572,-84.24695,Found
LEW 88051,1988,7.2,161.40353,-84.25174,Found
LEW 88655,1988,7.2,161.39153,-84.2747,Found
CyDL 318,2009,7.2,-116.75038,35.0751,Found
ALH 84224,1984,7.2,159.38838,-76.69405,Found
LEW 86328,1986,7.2,161.41455,-84.27283,Found
LEW 88481,1988,7.2,161.37914,-84.24904,Found
FRO 90014,1991,7.2,160.44163,-72.95489,Found
MET 001045,2000,7.2,159.75,-79.68333,Found
ALHA81069,1981,7.2,159.36028,-76.68778,Found
FRO 90102,1990,7.2,160.47328,-72.95488,Found
QUE 94706,1994,7.2,168,-84,Found
MET 001068,2000,7.2,159.75,-79.68333,Found
Y-74178,1974,7.2,35.66667,-71.5,Found
Y-791018,1979,7.2,35.66667,-71.5,Found
EET 83319,1983,7.2,157.18667,-76.29833,Found
LEW 87066,1987,7.2,161.3866,-84.25429,Found
LEW 88629,1988,7.2,161.44329,-84.25343,Found
LEW 88523,1988,7.2,161.41231,-84.24659,Found
LEW 88736,1988,7.2,161.38448,-84.2872,Found
EET 90194,1990,7.2,156.47769,-76.28402,Found
EET 90825,1990,7.2,156.45632,-76.28127,Found
EET 90785,1990,7.2,156.45003,-76.28604,Found
EET 90268,1990,7.2,156.4269,-76.2831,Found
PCA 91199,1991,7.2,-68.65228,-85.67646,Found
PAT 91534,1991,7.2,-61.49788,-84.6434,Found
GRA 98094,1998,7.2,-141.5,-86.71667,Found
GRA 98178,1998,7.2,-141.5,-86.71667,Found
QUE 97467,1997,7.2,168,-84,Found
QUE 97475,1997,7.2,168,-84,Found
QUE 97600,1997,7.2,168,-84,Found
QUE 97668,1997,7.2,168,-84,Found
QUE 99689,1999,7.2,168,-84,Found
Y-791841,1979,7.19,35.66667,-71.5,Found
Y-75188,1975,7.19,35.66667,-71.5,Found
ALH 88109,1988,7.19,159.33333,-76.71667,Found
Y-790642,1979,7.19,35.66667,-71.5,Found
Y-792088,1979,7.19,35.66667,-71.5,Found
Y-86105,1986,7.18,35.66667,-71.5,Found
Y-790215,1979,7.18,35.66667,-71.5,Found
FRO 03036,2003,7.18,160.51325,-72.95144,Found
Y-793572,1979,7.18,35.66667,-71.5,Found
Y-791772,1979,7.18,35.66667,-71.5,Found
A-880640,1988,7.18,26,-72,Found
Y-790627,1979,7.18,35.66667,-71.5,Found
Y-86760,1986,7.17,35.66667,-71.5,Found
A-880148,1988,7.16,26,-72,Found
ALHA78181,1977,7.15,159.66667,-76.71667,Found
Y-790840,1979,7.15,35.66667,-71.5,Found
A-880097,1988,7.15,26,-72,Found
Y-86351,1986,7.14,35.66667,-71.5,Found
GRV 051898,2006,7.14,75.33083,-72.7775,Found
GRV 052490,2006,7.14,75.316111,-72.779722,Found
Y-791723,1979,7.13,35.66667,-71.5,Found
FRO 90205,1990,7.13,160.40889,-72.99167,Found
FRO 03009,2003,7.13,160.51306,-72.95131,Found
Y-792163,1979,7.13,35.66667,-71.5,Found
Y-793347,1979,7.12,35.66667,-71.5,Found
Y-74245,1974,7.12,35.66667,-71.5,Found
Y-74276,1974,7.12,35.66667,-71.5,Found
ALH 88108,1988,7.12,159.33333,-76.71667,Found
Y-75203,1975,7.12,35.66667,-71.5,Found
ALH 88107,1988,7.11,159.33333,-76.71667,Found
Y-794037,1979,7.11,35.66667,-71.5,Found
A-87001,1987,7.11,24.5,-72.83333,Found
QUE 94582,1994,7.1,168,-84,Found
MET 001012,2000,7.1,155.75,-79.68333,Found
LEW 88010,1988,7.1,161.47413,-84.23579,Found
Y-74249,1974,7.1,35.66667,-71.5,Found
ALHA81306,1981,7.1,159.36,-76.68778,Found
ALHA81139,1981,7.1,159.34639,-76.68917,Found
FRO 84006,1984,7.1,160.47328,-72.95488,Found
ALH 84253,1984,7.1,156.92161,-76.96688,Found
ALH 85099,1985,7.1,156.19667,-76.83955,Found
LEW 86240,1986,7.1,161.36955,-84.27032,Found
LEW 88117,1988,7.1,161.39431,-84.25325,Found
LEW 88717,1988,7.1,161.37676,-84.28294,Found
LEW 88132,1988,7.1,161.08333,-84.28333,Found
MET 001102,2000,7.1,159.75,-79.68333,Found
LEW 86355,1986,7.1,161.38503,-84.25338,Found
PCA 91332,1991,7.1,-69.06969,-85.67856,Found
MET 001075,2000,7.1,159.75,-79.68333,Found
LEW 88749,1988,7.1,161.51184,-84.23532,Found
LEW 88526,1988,7.1,161.44687,-84.23679,Found
QUE 94571,1994,7.1,168,-84,Found
ALH 84212,1984,7.1,158.79286,-76.76216,Found
EET 87782,1987,7.1,157.16667,-76.18333,Found
LEW 88710,1988,7.1,161.5174,-84.23213,Found
EET 90438,1990,7.1,156.4352,-76.26821,Found
PCA 91455,1991,7.1,-68.33267,-85.66132,Found
QUE 97769,1997,7.1,168,-84,Found
FRO 90145,1990,7.1,160.50065,-72.95431,Found
QUE 97191,1997,7.1,168,-84,Found
QUE 97836,1997,7.1,168,-84,Found
QUE 97837,1997,7.1,168,-84,Found
QUE 971007,1997,7.1,168,-84,Found
QUE 99279,1999,7.1,168,-84,Found
QUE 99280,1999,7.1,168,-84,Found
EET 96328,1996,7.1,157.16667,-76.18333,Found
Y-86304,1986,7.09,35.66667,-71.5,Found
ALH 88104,1988,7.09,159.33333,-76.71667,Found
Y-790268,1979,7.09,35.66667,-71.5,Found
A-880689,1988,7.09,26,-72,Found
GRV 020140,2003,7.08,75.25861,-72.97722,Found
GRV 053978,2006,7.08,75.325278,-72.771667,Found
Y-86349,1986,7.07,35.66667,-71.5,Found
Y-792924,1979,7.07,35.66667,-71.5,Found
Y-792142,1979,7.07,35.66667,-71.5,Found
A-9014,1990,7.07,26,-72,Found
Y-793297,1979,7.06,35.66667,-71.5,Found
Y-790586,1979,7.06,35.66667,-71.5,Found
Y-790597,1979,7.06,35.66667,-71.5,Found
Y-791119,1979,7.06,35.66667,-71.5,Found
Y-792184,1979,7.06,35.66667,-71.5,Found
A-880343,1988,7.06,26,-72,Found
GRV 050390,2006,7.05,75.23,-72.98944,Found
Y-792556,1979,7.05,35.66667,-71.5,Found
MET 00834,2000,7.05,155.75,-79.68333,Found
ALHA77116,1977,7.04,159.66667,-76.71667,Found
Y-791497,1979,7.04,35.66667,-71.5,Found
Y-791121,1979,7.04,35.66667,-71.5,Found
Y-791124,1979,7.04,35.66667,-71.5,Found
A-881952,1988,7.04,26,-72,Found
Y-74472,1974,7.03,35.66667,0,Found
Y-74618,1974,7.03,35.66667,0,Found
MET 00689,2000,7.03,155.75,-79.68333,Found
A-87143,1987,7.03,26,-72,Found
Y-792876,1979,7.02,35.66667,-71.5,Found
A-880670,1988,7.02,26,-72,Found
A-881675,1988,7.02,26,-72,Found
A-881658,1988,7.01,26,-72,Found
GRA 98102,1998,7,-141.5,-86.71667,Found
ALH 88052,1988,7,159.15664,-76.70593,Found
RKP 92401,1992,7,158.15472,-76.24068,Found
PCA 01029,2002,7,-68.63613,-85.65628,Found
Y-791472,1979,7,35.66667,-71.5,Found
Y-7310,1973,7,35.66667,-71.5,Found
El MÌ©dano 010,2010,7,-70.53333,-24.85,Found
LEW 85406,1985,7,161.40187,-84.28168,Found
LEW 86063,1986,7,161.69159,-84.2737,Found
LEW 86129,1986,7,161.41762,-84.25699,Found
LEW 88609,1988,7,161.42488,-84.26849,Found
LEW 88079,1988,7,161.42107,-84.24411,Found
LEW 88099,1988,7,161.4008,-84.25192,Found
EET 99448,1999,7,157.16667,-76.18333,Found
TM 008,2001,7,-117.62778,39.68072,Found
UAE 007,2009,7,55.09469,22.78875,Found
Y-74598,1974,7,35.66667,0,Found
LEW 88399,1988,7,161.44772,-84.23827,Found
LEW 88042,1988,7,161.42408,-84.24533,Found
LEW 88607,1988,7,161.42376,-84.26905,Found
QUE 93392,1993,7,168,-84,Found
LEW 93823,1993,7,161.41277,-84.27233,Found
QUE 97821,1997,7,168,-84,Found
GRA 98168,1998,7,-141.5,-86.71667,Found
LEW 87093,1987,7,161.41061,-84.2533,Found
Timber Creek,1982,7,-101.73333,34.98333,Found
QUE 99331,1999,7,168,-84,Found
GRV 021563,2003,7,75.325,-72.93444,Found
QUE 93532,1993,7,168,-84,Found
QUE 94668,1994,7,168,-84,Found
MET 00958,2000,7,159.75,-79.68333,Found
MET 00973,2000,7,159.75,-79.68333,Found
MET 01129,2001,7,159.75,-79.68333,Found
MET 01234,2001,7,159.75,-79.68333,Found
MET 01323,2001,7,159.75,-79.68333,Found
LAP 02296,2002,7,-70,-86.36667,Found
EET 87648,1987,7,156.46678,-76.27113,Found
PCA 91224,1991,7,-68.74428,-85.67496,Found
ALH 95102,1995,7,159.66667,-76.71667,Found
Y-791326,1979,7,35.66667,-71.5,Found
QUE 97245,1997,7,168,-84,Found
QUE 97246,1997,7,168,-84,Found
QUE 97725,1997,7,168,-84,Found
QUE 97822,1997,7,168,-84,Found
QUE 99265,1999,7,168,-84,Found
QUE 99872,1999,7,168,-84,Found
QUE 99873,1999,7,168,-84,Found
QUE 99905,1999,7,168,-84,Found
RKPA80222,1980,7,158.24867,-76.23837,Found
Y-86653,1986,7,35.66667,-71.5,Found
A-880521,1988,7,26,-72,Found
Y-790080,1979,6.99,35.66667,-71.5,Found
Y-9408,1994,6.99,35.40194,-71.54694,Found
LAP 02284,2002,6.99,-70,-86.36667,Found
Forrest 020,1992,6.99,127.95367,-30.73783,Found
Y-790831,1979,6.99,35.66667,-71.5,Found
Y-790849,1979,6.99,35.66667,-71.5,Found
Y-82002,1982,6.99,35.66667,-71.5,Found
Y-792080,1979,6.98,35.66667,-71.5,Found
A-880417,1988,6.98,26,-72,Found
Y-791380,1979,6.97,35.66667,-71.5,Found
Y-790655,1979,6.97,35.66667,-71.5,Found
Y-791470,1979,6.96,35.66667,-71.5,Found
MET 00901,2000,6.96,155.75,-79.68333,Found
GRV 020165,2003,6.96,75.26306,-72.97639,Found
MET 00827,2000,6.96,155.75,-79.68333,Found
Y-793477,1979,6.95,35.66667,-71.5,Found
ALHA78014,1977,6.95,159.66667,-76.71667,Found
Y-8007,1980,6.95,35.66667,-71.5,Found
ALH 88111,1988,6.94,159.33333,-76.71667,Found
Y-75198,1975,6.94,35.66667,-71.5,Found
Y-790657,1979,6.94,35.66667,-71.5,Found
Y-791122,1979,6.94,35.66667,-71.5,Found
Y-792148,1979,6.94,35.66667,-71.5,Found
Y-790582,1979,6.93,35.66667,-71.5,Found
Y-790645,1979,6.93,35.66667,-71.5,Found
A-880175,1988,6.93,26,-72,Found
A-880690,1988,6.93,26,-72,Found
Y-74532,1974,6.92,35.66667,0,Found
Y-74614,1974,6.92,35.66667,0,Found
Y-792140,1979,6.92,35.66667,-71.5,Found
Y-8317,1983,6.91,35.66667,-71.5,Found
ALHA77236,1977,6.91,159.66667,-76.71667,Found
Y-793417,1979,6.91,35.66667,-71.5,Found
A-87236,1987,6.91,26,-72,Found
A-880335,1988,6.91,26,-72,Found
LEW 86010,1986,6.9,161.5352,-84.23589,Found
LEW 87002,1987,6.9,161.27977,-84.36388,Found
Shiï¿½ï¿½r 146,2007,6.9,53.998,18.25188,Found
PCA 82515,1982,6.9,-68.7,-85.63333,Found
Y-74238,1974,6.9,35.66667,-71.5,Found
LEW 85342,1985,6.9,161.37745,-84.27738,Found
LEW 86440,1986,6.9,161.40834,-84.25534,Found
LEW 86208,1986,6.9,161.35012,-84.25295,Found
LEW 86172,1986,6.9,161.34279,-84.25712,Found
LEW 88642,1988,6.9,161.39407,-84.27483,Found
FRO 90012,1991,6.9,160.47328,-72.95488,Found
PCA 91349,1991,6.9,-69.07393,-85.67711,Found
QUE 93137,1993,6.9,162.56572,-84.57577,Found
EET 96254,1996,6.9,157.16667,-76.18333,Found
QUE 97630,1997,6.9,168,-84,Found
Y-792672,1979,6.9,35.66667,-71.5,Found
LEW 88456,1988,6.9,161.44123,-84.24779,Found
LEW 88528,1988,6.9,161.42926,-84.24963,Found
FRO 90096,1990,6.9,160.51258,-72.95386,Found
GRO 95659,1995,6.9,175,-85.66667,Found
EET 96128,1996,6.9,157.16667,-76.18333,Found
EMDL 003,2010,6.9,-117.56217,34.63432,Found
LEW 88673,1988,6.9,161.41234,-84.27135,Found
RC 078,1992,6.9,-103.5,34.08333,Found
LEW 86224,1986,6.9,161.35958,-84.26184,Found
EET 90836,1990,6.9,156.47277,-76.28274,Found
QUE 94421,1994,6.9,168,-84,Found
MET 01255,2001,6.9,159.75,-79.68333,Found
Y-75071,1975,6.9,35.66667,-71.5,Found
ALH 84229,1984,6.9,158.81663,-76.73228,Found
LEW 86399,1986,6.9,161.44042,-84.25533,Found
LEW 88075,1988,6.9,161.44752,-84.24541,Found
LEW 88530,1988,6.9,161.40314,-84.25055,Found
EET 90522,1990,6.9,156.43299,-76.28689,Found
EET 90558,1990,6.9,156.42882,-76.28879,Found
PCA 91222,1991,6.9,-68.79625,-85.68518,Found
PCA 91160,1991,6.9,-68.65075,-85.66799,Found
QUE 93136,1993,6.9,162.56773,-84.57587,Found
QUE 94278,1994,6.9,168,-84,Found
MET 00931,2000,6.9,159.75,-79.68333,Found
QUE 97693,1997,6.9,168,-84,Found
QUE 97706,1997,6.9,168,-84,Found
QUE 97707,1997,6.9,168,-84,Found
QUE 97926,1997,6.9,168,-84,Found
QUE 99360,1999,6.9,168,-84,Found
QUE 99361,1999,6.9,168,-84,Found
QUE 99779,1999,6.9,168,-84,Found
QUE 99898,1999,6.9,168,-84,Found
MET 01303,2001,6.9,159.75,-79.68333,Found
A-87022,1987,6.9,26,-72,Found
A-880861,1988,6.9,26,-72,Found
Y-74567,1974,6.89,35.66667,0,Found
GRV 051766,2006,6.89,75.31778,-72.77861,Found
Y-790164,1979,6.89,35.66667,-71.5,Found
ALH 88103,1988,6.88,159.33333,-76.71667,Found
Y-790347,1979,6.88,35.66667,-71.5,Found
GRV 020148,2003,6.88,75.26583,-72.9775,Found
GRV 053106,2006,6.88,75.32639,-72.77778,Found
GRV 053656,2006,6.87,75.27833,-72.78944,Found
GRV 053822,2006,6.87,75.27,-72.77944,Found
A-880350,1988,6.87,26,-72,Found
A-9021,1990,6.87,26,-72,Found
ALH 88123,1988,6.86,159.33333,-76.71667,Found
LAP 02348,2002,6.86,-70,-86.36667,Found
Y-791257,1979,6.86,35.66667,-71.5,Found
LAP 02242,2002,6.86,-70,-86.36667,Found
Y-75194,1975,6.86,35.66667,-71.5,Found
Y-791847,1979,6.86,35.66667,-71.5,Found
Y-793246,1979,6.85,35.66667,-71.5,Found
Y-81064,1981,6.85,35.66667,-71.5,Found
LV 050,2005,6.85,-116.95833,34.48728,Found
GRV 022404,2003,6.85,75.342778,-72.773611,Found
GRV 052105,2006,6.85,75.33083,-72.78028,Found
Y-792153,1979,6.85,35.66667,-71.5,Found
A-87091,1987,6.85,26,-72,Found
A-880363,1988,6.85,26,-72,Found
A-880607,1988,6.85,26,-72,Found
Y-790438,1979,6.84,35.66667,-71.5,Found
A-880066,1988,6.84,26,-72,Found
ALH 88122,1988,6.83,159.33333,-76.71667,Found
Y-86111,1986,6.83,35.66667,-71.5,Found
Y-791363,1979,6.83,35.66667,-71.5,Found
GRV 052492,2006,6.83,75.31611,-72.77972,Found
ALHA77203,1977,6.82,159.66667,-76.71667,Found
Y-74188,1974,6.82,35.66667,-71.5,Found
Y-791687,1979,6.82,35.66667,-71.5,Found
GRV 051856,2006,6.82,75.31194,-72.78,Found
MET 00672,2000,6.82,155.75,-79.68333,Found
Y-790496,1979,6.81,35.66667,-71.5,Found
Y-791473,1979,6.81,35.66667,-71.5,Found
Y-791881,1979,6.81,35.66667,-71.5,Found
Y-82025,1982,6.81,35.66667,-71.5,Found
GRV 052286,2006,6.81,75.30056,-72.77778,Found
A-880003,1988,6.81,26,-72,Found
QUE 97991,1997,6.8,168,-84,Found
Shiï¿½ï¿½r 119,2007,6.8,53.998,18.25423,Found
FRO 84010,1984,6.8,160.47328,-72.95488,Found
FRO 01048,2001,6.8,160.40611,-72.98944,Found
FRO 84013,1984,6.8,160.47328,-72.95488,Found
EET 96310,1996,6.8,157.16667,-76.18333,Found
StV 003,2001,6.8,-116.16785,36.21153,Found
ALHA78253,1978,6.8,159.66667,-76.71667,Found
ALH 85098,1985,6.8,156.2912,-76.85055,Found
LEW 86326,1986,6.8,161.68641,-84.27387,Found
LEW 86424,1986,6.8,161.42491,-84.2556,Found
LEW 87089,1987,6.8,161.41271,-84.25477,Found
LEW 88047,1988,6.8,161.47828,-84.24793,Found
LEW 88417,1988,6.8,161.43913,-84.2424,Found
LEW 88628,1988,6.8,161.40899,-84.25168,Found
LEW 88637,1988,6.8,161.38728,-84.2709,Found
ALH 90406,1990,6.8,156.93593,-76.9512,Found
QUE 93742,1993,6.8,168,-84,Found
MAC 02476,2002,6.8,160.5,-84.21667,Found
Y-74519,1974,6.8,35.66667,0,Found
GRO 85218,1985,6.8,175,-85.66667,Found
LEW 86474,1986,6.8,161.6823,-84.274,Found
LEW 93817,1993,6.8,161.67908,-84.27402,Found
QUE 971038,1997,6.8,168,-84,Found
MAC 02638,2002,6.8,160.5,-84.21667,Found
JaH 554,2008,6.8,55.18603,19.59995,Found
MET 00709,2000,6.8,155.75,-79.68333,Found
RC 100,1970,6.8,-103.45,34.3,Found
EET 87801,1987,6.8,156.45274,-76.28541,Found
EET 92086,1992,6.8,156.11392,-76.04295,Found
MET 001055,2000,6.8,159.75,-79.68333,Found
Y-794018,1979,6.8,35.66667,-71.5,Found
LEW 86056,1986,6.8,161.69162,-84.27368,Found
LEW 86113,1986,6.8,161.40851,-84.25769,Found
EET 90439,1990,6.8,156.46086,-76.28187,Found
EET 90555,1990,6.8,156.44145,-76.28581,Found
EET 90529,1990,6.8,156.42991,-76.28737,Found
QUE 94395,1994,6.8,168,-84,Found
JaH 787,,6.8,55.72139,19.81944,Found
LEW 88779,1988,6.8,161.40416,-84.25303,Found
QUE 97656,1997,6.8,168,-84,Found
QUE 97705,1997,6.8,168,-84,Found
QUE 97713,1997,6.8,168,-84,Found
QUE 99243,1999,6.8,168,-84,Found
QUE 99526,1999,6.8,168,-84,Found
QUE 99833,1999,6.8,168,-84,Found
MET 001070,2000,6.8,159.75,-79.68333,Found
LEW 85429,1985,6.8,161.38788,-84.27605,Found
LEW 88744,1988,6.8,161.34364,-84.2875,Found
A-880063,1988,6.8,26,-72,Found
Y-790123,1979,6.79,35.66667,-71.5,Found
Y-793418,1979,6.79,35.66667,-71.5,Found
Y-82119,1982,6.79,35.66667,-71.5,Found
GRV 020293,2003,6.79,75.246389,-72.983889,Found
Y-792732,1979,6.79,35.66667,-71.5,Found
A-881704,1988,6.79,26,-72,Found
Y-86342,1986,6.78,35.66667,-71.5,Found
GRV 051563,2006,6.78,75.31944,-72.93528,Found
Y-791250,1979,6.78,35.66667,-71.5,Found
Y-74214,1974,6.78,35.66667,-71.5,Found
Y-791170,1979,6.78,35.66667,-71.5,Found
Y-86361,1986,6.77,35.66667,-71.5,Found
GRV 020127,2003,6.77,75.2625,-72.98056,Found
A-87107,1987,6.77,26,-72,Found
Y-792580,1979,6.76,35.66667,-71.5,Found
Y-791154,1979,6.76,35.66667,-71.5,Found
A-87094,1987,6.76,26,-72,Found
A-880147,1988,6.76,26,-72,Found
A-881496,1988,6.76,26,-72,Found
Y-9404,1994,6.75,35.40194,-71.54694,Found
Y-75163,1975,6.75,35.66667,-71.5,Found
Y-791480,1979,6.74,35.66667,-71.5,Found
ALH 88116,1988,6.74,159.33333,-76.71667,Found
FRO 03034,2003,6.74,160.51194,-72.95156,Found
Y-74528,1974,6.74,35.66667,0,Found
ALHA77032,1977,6.74,159.66667,-76.71667,Found
GRV 051911,2006,6.74,75.315,-72.77861,Found
Y-792951,1979,6.73,35.66667,-71.5,Found
Y-86049,1986,6.73,35.66667,-71.5,Found
A-881848,1988,6.73,26,-72,Found
Y-86320,1986,6.72,35.66667,-71.5,Found
Y-86325,1986,6.72,35.66667,-71.5,Found
GRV 050385,2006,6.72,75.22667,-72.95944,Found
Y-792190,1979,6.72,35.66667,-71.5,Found
A-880140,1988,6.72,26,-72,Found
Y-790398,1979,6.71,35.66667,-71.5,Found
Y-792154,1979,6.71,35.66667,-71.5,Found
LEW 87220,1987,6.7,161.25139,-84.34234,Found
FRO 84027,1984,6.7,160.47328,-72.95488,Found
FRO 01153,2001,6.7,160.40139,-72.98833,Found
LEW 87064,1987,6.7,161.38995,-84.2536,Found
ALHA77193,1977,6.7,159.66667,-76.71667,Found
Y-791618,1979,6.7,35.66667,-71.5,Found
RKPA80218,1980,6.7,158.26243,-76.23781,Found
ALH 84213,1984,6.7,159.30823,-76.67544,Found
LEW 86126,1986,6.7,161.41325,-84.25676,Found
LEW 86235,1986,6.7,161.37615,-84.25509,Found
LEW 87191,1987,6.7,161.70061,-84.27332,Found
LEW 88555,1988,6.7,161.4034,-84.25203,Found
LEW 88685,1988,6.7,161.40091,-84.2772,Found
LEW 88514,1988,6.7,161.39532,-84.24683,Found
LEW 88439,1988,6.7,161.38311,-84.24991,Found
LEW 88667,1988,6.7,161.36688,-84.27145,Found
PCA 91490,1991,6.7,-69.04703,-85.69314,Found
QUE 94751,1994,6.7,168,-84,Found
GRA 98148,1998,6.7,-141.5,-86.71667,Found
RKPA80255,1980,6.7,158.48102,-76.20663,Found
LEW 87117,1987,6.7,161.40002,-84.25377,Found
LEW 88028,1988,6.7,161.40133,-84.25132,Found
LEW 88223,1988,6.7,161.35595,-84.2825,Found
FRO 01009,2001,6.7,160.51139,-72.95278,Found
MET 00421,2000,6.7,155.75,-79.68333,Found
PCA 91458,1991,6.7,-68.58636,-85.65116,Found
QUE 93470,1993,6.7,168,-84,Found
QUE 93574,1993,6.7,168,-84,Found
QUE 94423,1994,6.7,168,-84,Found
ALHA81235,1981,6.7,159.34417,-76.68111,Found
EET 90200,1990,6.7,156.4859,-76.2854,Found
EET 90946,1990,6.7,156.43924,-76.27827,Found
EET 90543,1990,6.7,156.42982,-76.2873,Found
QUE 93469,1993,6.7,168,-84,Found
QUE 99419,1999,6.7,168,-84,Found
QUE 97519,1997,6.7,168,-84,Found
QUE 97933,1997,6.7,168,-84,Found
QUE 99336,1999,6.7,168,-84,Found
MAC 02551,2002,6.7,160.5,-84.21667,Found
Y-790823,1979,6.7,35.66667,-71.5,Found
Y-790859,1979,6.7,35.66667,-71.5,Found
ALH 85137,1985,6.7,156.36197,-76.83509,Found
Y-792158,1979,6.7,35.66667,-71.5,Found
Y-791583,1979,6.69,35.66667,-71.5,Found
Y-792160,1979,6.69,35.66667,-71.5,Found
A-880200,1988,6.69,26,-72,Found
A-880383,1988,6.69,26,-72,Found
A-880895,1988,6.69,26,-72,Found
Y-793540,1979,6.68,35.66667,-71.5,Found
Y-791436,1979,6.68,35.66667,-71.5,Found
Y-790753,1979,6.68,35.66667,-71.5,Found
Y-790506,1979,6.67,35.66667,-71.5,Found
A-880086,1988,6.67,26,-72,Found
Y-8338,1983,6.66,35.66667,-71.5,Found
GRV 052358,2006,6.66,75.29889,-72.78278,Found
Y-81101,1981,6.66,35.66667,-71.5,Found
Y-81106,1981,6.66,35.66667,-71.5,Found
Y-86093,1986,6.65,35.66667,-71.5,Found
Y-791882,1979,6.65,35.66667,-71.5,Found
LAP 02286,2002,6.65,-70,-86.36667,Found
GRV 021684,2003,6.65,75.320833,-72.775,Found
A-881197,1988,6.65,26,-72,Found
Y-790077,1979,6.64,35.66667,-71.5,Found
Y-791032,1979,6.64,35.66667,-71.5,Found
Y-74503,1974,6.64,35.66667,0,Found
PCA 02058,2002,6.64,-68.7,-85.63333,Found
GRV 022904,2003,6.64,75.316667,-72.775,Found
Y-792231,1979,6.64,35.66667,-71.5,Found
A-880179,1988,6.64,26,-72,Found
Y-86108,1986,6.63,35.66667,-71.5,Found
MAC 02475,2002,6.63,160.5,-84.21667,Found
Y-75171,1975,6.63,35.66667,-71.5,Found
GRV 022913,2003,6.63,75.319167,-72.775,Found
Y-86215,1986,6.62,35.66667,-71.5,Found
Y-790511,1979,6.62,35.66667,-71.5,Found
Y-790661,1979,6.62,35.66667,-71.5,Found
Y-792104,1979,6.62,35.66667,-71.5,Found
Y-791251,1979,6.61,35.66667,-71.5,Found
Y-792582,1979,6.61,35.66667,-71.5,Found
Y-74571,1974,6.61,35.66667,0,Found
Y-790367,1979,6.61,35.66667,-71.5,Found
EET 90045,1990,6.6,156.48896,-76.2766,Found
EET 90991,1990,6.6,156.45692,-76.27151,Found
GRV 021579,2003,6.6,75.21528,-72.96528,Found
FRO 01070,2001,6.6,160.40639,-72.99,Found
Y-791346,1979,6.6,35.66667,-71.5,Found
LEW 86318,1986,6.6,161.68679,-84.2739,Found
EET 87808,1987,6.6,156.08626,-76.04364,Found
FRO 97051,1997,6.6,160.40694,-72.98861,Found
Cook 012,2010,6.6,130.90386,-30.91378,Found
ALHA77094,1977,6.6,159.66667,-76.71667,Found
ALHA81083,1981,6.6,159.39055,-76.69222,Found
ALHA81277,1981,6.6,159.38778,-76.69139,Found
LEW 86403,1986,6.6,161.42723,-84.25589,Found
LEW 86079,1986,6.6,161.38418,-84.24972,Found
LEW 87256,1987,6.6,161.71903,-84.2724,Found
LEW 87116,1987,6.6,161.40837,-84.25419,Found
